년도,과정명,번호,평가문제,1차 응시율,2차 응시율,3차 응시율,4차 응시율,5차 응시율,6차 응시율,7차 응시율,8차 응시율,9차 응시율
2019,공직가치,20,소청심사를 제기할 수 있는 공무원과 기관이 잘 못 짝지어져있는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,21,소청심사제도와 관련된 다음 기술 중에 적절하지 않은 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,22,소청심사제도에 대한 기술로서 틀린 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,23,소청심사위원회를 둘 수 있는 기관이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,24,공무원이 소청심사위원회에 소청을 제기할 수 없는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,25,공무원으로 직업 특수성으로 가지는 권리가 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,26,헌법재판소의 판결의 내용과 다른 것은 어느 것인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,27,공무원의 연구제도에 대한 설명으로 부적절한 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,28,다음 중에 헌법재판소에서 위헌으로 판결한 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,29,공무원의 신분보장과 관련된 내용이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,30,직업공무원제도를 확립하기 위한 방안과 관련이 없는 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,31,헌법 7조 1항에서 규정하고 있는 공무원의 범위에 속하지 않는 집단은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,32,직업공무원제도의 보장과 관련된 내용이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,33,행정책임을 확보하기 위한 행정통제와 관련이 없는 내용은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,34,행정책임을 확보하기 위한 내부통제방법이 아닌 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,35,행정책임을 확보하기 위한 외부통제방법이 아닌 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,36,행정책임의 준거기준에 대한 설명으로 관계없는 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,37,행정책임에 대한 다음 기술 중에 부적절한 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,38,행정책임에 대한 내용 중에 잘 못 설명한 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,39,행정의 일관성과 예측가능성을 확보하기 위한 원칙과 관련이 없는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,40,국민의 기본권 보장과 관련된 헌법의 원칙이 아닌 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,41,법적합성의 내용과 가장 거리가 먼 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,42,법치행정의 목표가 아닌 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,43,사회적 형평성을 확보하기 위한 행정의 역할과 관련이 없는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,44,공무원의 직무에 있어서 공평성을 확보하기 위한 방안이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,45,현행법상 적법한 활동은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,46,공무원의 신분과 관련되어서 제약되는 권리 중에 노동권 제한의 내용이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,47,관료의 업무처리는 비사인적인(Impersonality) 관계를 유지해야 공평할 수 있음을 주장한 학자는 누구입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,48,제공된 정보의 유용성 조건이 아닌 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,49,다음 기술 중에 틀린 내용은 무엇입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,50,정보공개법상 공개의 대상이 되지 않는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,51,행정의 투명성과 관련이 없는 것은 무엇입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,52,공무원의 청렴의 효과와 관련이 없는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,53,산업혁명이후에 국가발전을 설명하는데 있어서 가장 큰 부분을 차지하는 요소는 무엇입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,54,다음 기술 중에 틀린 내용은 무엇입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,55,공무원의 직무능률 향상을 위해 국가공무원법에서 규정하고 있는 의무가 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,56,"Edward Marshall, Dimock이 강조하는 능률의 개념은 무엇인가?",73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,57,덕성적 인간의 특성이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,58,각국에서 취하고 있는 부패에 대한 대책이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,59,공무원의 청렴성에 대한 기술로서 틀린 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,60,부패에 대한 기술로서 틀린 것은 어느 것인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,61,국가공무원법 61조에서 금지하고 있는 공무원의 의무가 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,62,다산 정약용 선생께서 공무원의 기본적인 임무이고 여러 선의 원천이라고 본 공직가치는 무엇입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,63,정치철학과 가치와의 연결이 잘못 된 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,64,신공공관리론(NPM)과 정부혁신의 사상적인 기반을 제공하고 있는 정치철학은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,65,거버넌스적인 공공참여를 통한 대포천 수질개선 사례와 관련 있는 정치철학은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,66,공동체주의가 중시하는 내용이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,67,자유주의의 대표적인 학파인 자유평등주의와 자유지상주의가 대립하는 것은 어느 것인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,68,자유평등주의의 대표적인 학자인 존 롤스는 ‘공정으로서 정의’라는 책에서 배분적 정의의 원칙으로서 세 가지를 제시하고 있습니다. 세 가지 원칙이 아닌 것은 어느 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,69,자유주의의 기본가치가 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,70,자유주의에서의 세 가지 특징에 해당되지 않는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,71,공리주의 사상과 관련하여 잘 못 기술하고 있는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,72,근대 입헌주의 사상과 관련이 없는 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,73,공화주의가 중시하는 가치가 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,74,공화주의의 내용이 아닌 것은 어느 것인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,75,공직가치가 특히 중요한 역할을 하는 사례가 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,76,조직에서 구성원의 가치가 조직의 가치와 부합하고 공유될 경우에 얻게 되는 효과가 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,77,조직문화에 대한 접근방법 중에 조직문화를 소유의 대상 또는 조직 성과에 영향을 주는 변수로 바라보는 접근방법은 무엇인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,78,공직가치의 역할에 대한 기술 중에 틀린 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,79,국가공무원법 57조는 공무원은 상사의 명령에 복종해야한다고 명시하고 있습니다. 상사의 명령이 불법적인 것이라면 어떤 가치에 의해서 거부할 수 있다고 생각하십니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,80,"헌법과 국가공무원법에서는 공무원은 정치적 중립의무, 정치행위제한, 친절 및 공정의무, 그리고 종교 중립의무 등을 명시하고 있습니다. 이 의무와 관련이 가장 깊은 공직가치는 무엇입니까?",73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,81,"행정은 태생부터 상충되는 가치를 가지고 있으며, 두가지 가치 모두가 중요하다고 합니다. 이와 같은 행정의 혼재된 가치가 아닌 것은?",73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,82,"13. 행정의 가치를 본질적인 가치와 수단적인 가치로 구분할 경우에, 본질적인 가치에 해당되는 것은 다음 중 어느 것입니까?",73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,83,미국건국초기 엽관제가 가져온 폐단으로 보기 어려운 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,84,미국의 정치학자인 Woodrow Wilson은 ‘행정학 연구라는 논문’에서 정치로부터 행정의 독립을 주장했습니다. 행정의 독립으로부터 얻으려고 한 것은 무엇일까요?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,85,다음 기술 중 올바른 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,86,후 인습적 단계의 행동의 준거가 되는 것은 무엇입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,87,프랑스의 드골대통령은 공직자의 희생은 종교의 가장 숭고한 가르침을 실천하는 것보다 결코 덜하지 않은 가치를 가진다고 합니다. 그러므로 공직자의 직업을 민간의 직업과 다르게 소명(Calling)이라고 합니다. 어느 수준의 가치성숙성 수준을 말하는 것입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,88,가치성숙성 수준의 마지막 단계로서 공직자에게 요구되는 가치수준을 의미한다. 어떠한 불이익이나 처벌을 받더라도 인간의 생명과 가치의 존엄성을 중시하고 실천하는 수준은 무엇입니까?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,89,"사람의 가치성숙성 모델에서 인습적인 수준에 해당되며, 어느 한 국가 선진국이 되기 위해서는 국민전체가 공유하고 존중해야하는 수준은 무엇인가?",73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,90,도구적 가치의 내용을 설명하는 것이 아닌 것은?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,91,"개인의 선택과 활동의 자유를 중시하는 미국 자유주의 사상의 중심적인 가치이며, 개인의 자아, 독립성, 차별성을 강조하는 문화를 무엇이라고 합니까?",73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,92,사회나 국가의 규칙이 존재하지만 개인적인 친분이나 연고관계가 있는 사람이 부탁을 하면 그것이 사회적 규칙을 위반하는 것이더라도 들어주는 문화적 가치는 무엇인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,93,개인의 친분관계보다도 사회적인 규칙이나 법이 중시되는 문화적인 가치는 무엇인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,공직가치,94,인간행동에 있어 동기를 결정하는데 영향을 미치는 핵심적인 요인은 무엇인가?,73.8,74.4,78.6,80.6,79.5,75.0,81.1,75.0,73.5
2019,독립운동가를 통해 본 나라사랑과 국가,1,다음 중 이회영이 후원한 만주 항일단체는 ?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,2,다음 중 항일구국연맹에서 실행한 사건이 아닌 것은 ?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,3,신채호의 민족주의 역사학 저술이 아닌 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,4,신채호가 저술한 영웅 전기의 대상 인물이 아닌 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,5,다음은 신채호의 ‘조선혁명선언’과 관련된 설명이다. 사실과 가장 거리가 먼 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,6,신채호의 반임시정부 활동과 관련이 없는 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,7,다음 중 신채호가 국외에서 발행한 잡지나 신문이 아닌 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,8,"손기정의 마라톤 우승으로 이른바 ‘일장기 말살사건’이 일어났고, 1936년 8월 25일자 ?동아일보?의 사회면에 손기정의 가슴에 국가를 상징하는 아무런 표식도 없게 한 동아일보의 체육기자 이름은?",68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,9,제11회 베를린올림픽에서 손기정 선수와 함께 출전한 한국인 선수는 누구인가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,10,손기정 선수의 고향은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,11,손기정 선수가 베를린올림픽 마라톤에 출전하기 전에 올림픽 마라톤 종목에 출전한 한국인 선수는 없다.,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,12,손기정은 베를린올림픽 마라톤에 출전하기 전에 이미 비공식 세계 신기록을 수립하였다.,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,13,베를린올림픽에서 올림픽 최초로 성화를 릴리이로 봉송하였다.,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,14,"손기정 선수가 베를린올림픽 마라톤에서 우승하자, 국내의 민족지에서는 그가 시상대에 선 그의 가슴에 있던 ‘일장기’를 지워 버렸다. 최초로 일장기를 말살한 신문은?",68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,15,다음 중 손기정 선수가 베를린올림픽에 참가할 당시 소속 학교는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,16,다음 중 손기정 선수가 베를린올림픽 마라톤에서 우승할 때의 기록은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,17,손기정 선수가 우승한 올림픽대회는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,18,이태준을 체포하여 처형한 러시아 백위파 대장의 이름은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,19,이태준이 김원봉에게 소개한 폭탄제조 기술자의 국적은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,20,이테준이 가입했던 항일단체가 아닌 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,21,이태준이 몽공정부로부터 받은 훈장 ’에르데니-인 오치르‘의 뜻은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,22,이태준이 몽골의 수도인 고륜(현재의 울란바타르)에서 개원한 병원의 이름은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,23,이태준이 몽골로 망명하게 된 계기를 만든 인물은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,24,이태준이 처음으로 망명하게 된 나라는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,25,이태준이 망명하게 된 계기를 만든 사건은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,26,이태준이 근대의학을 배운 학교는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,27,이태준 선생의 고향은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,28,"일제강점기 농촌사회는 수탈로 인하여 피폐한 상황에 직면하고 있었다. 일제의 관제화된 농촌진흥운동에 맞서 농가부업 증대, 생활개선, 근검절약 등을 기치로 종교계는 물론 각종 사회단체 등이 추진한 운동은 무엇인가?",68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,29,일제강점기(1914년 이후) 현재 안산시는 화성군에 소속된 지명이었다.,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,30,"샘골강습소(일명 천곡강습소, 천곡야학)을 발전시킨 주인공은 기독교 농촌지도사였다. 그의 고향은 해당화와 명사십리로 유명한 동해안 바닷가이다. 현재 어디인가?",68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,31,농촌계몽활동가로서 심훈의 소설 ?상록수? 주인공인 인물은 누구인가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,32,최용신이 안산에서 농촌계몽운동을 전개할 때 도움을 준 사람이 적지 않았다. 신간회 수원지회장을 역임하면서 그녀 사후 사회장을 거행한 인물은 누구인가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,33,최용신 계몽활동을 적극적으로 지원한 수원에 소재한 농업학교 학생들이었다. 서울대학교 농과대학(현 생명과학대) 전신인 이 학교는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,34,다문화시대에 부응한 최용신의 생애와 활동에서 우리가 지향할 덕목은 무엇인가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,35,최용신 생애에 많은 영향을 끼친 인물은 적지 않다. 이와 관련성이 없는 인물은 누구인가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,36,협성신학교 재학 중 하기방학을 이용한 농촌봉사활동에 최용신이 참가한 지역은 어디인가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,37,최용신이 고등여학교 시절 가장 우수한 성적을 보여 과목은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,38,"인천,수원지역 농수산물을 수탈하기 위하여 1930년대에 부설한 철도는?",68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,39,최용신 부친의 이름은 무엇인가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,40,샘골강습소를 설명한 내용 중 잘못된 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,41,최용신은 어느 고등여자보통학교를 졸업하고 협성여자신학교로 진학하였는가?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,42,소설 '상록수'와 관련이 없는 사항은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,43,다음 중 일제강점기 농촌계몽운동과 관련성이 전혀 없는 것은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,44,조신성이 세상을 떠나기 직전 머물렀던 곳은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,45,조신성이 가난한 학생들을 위해 설립한 학교는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,46,조신성이 1945년 해방 이후 활동한 여성단체는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,47,조신성이 집행위원장으로서 활동하던 일제강점기 여성운동 단체는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,48,조신성이 평북에서 만든 의열운동단체는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,49,조신성이 일제강점기 교장으로 있었던 학교는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,50,조신성이 일본 유학 후 교사로 재직한 학교명은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,51,조신성이 서울에 와서 다닌 학교는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,52,조신성이 과부가 된 후 가진 종교는?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
2019,독립운동가를 통해 본 나라사랑과 국가,53,조신성의 고향은?,68.8,71.1,78.4,70.8,73.4,73.0,67.3,69.6,69.0
