년도,수행부처,사이버과정명
2023,방위사업청,FMS구매 관리_1차수
2023,방위사업청,FMS제도 개요_1차수
2023,방위사업청,M&S VV&A_1차수
2023,방위사업청,M&S 기반 교육훈련_1차수
2023,방위사업청,M&S 기반 소요개발_1차수
2023,방위사업청,M&S 기반 시험평가_1차수
2023,방위사업청,M&S 기반 연구개발_1차수
2023,방위사업청,M&S 기술 총론(중급)_1차수
2023,방위사업청,M&S 기술 총론(초급)_1차수
2023,방위사업청,M&S 기초_1차수
2023,방위사업청,M&S 체계 사업관리_1차수
2023,방위사업청,RAM 제도 업무 소개_1차수
2023,방위사업청,SBA_1차수
2023,방위사업청,SE프로세스기반 기술개발 및 관리 사례_1차수
2023,방위사업청,감사_1차수
2023,방위사업청,갑질 근절 교육_1차수
2023,방위사업청,<시범제작> 최근 한국 방위사업의 정책 - 신속획득제도를 중심으로_1차수
2023,방위사업청,<시범제작> 초보자도 쉽게 따라할 수 있는 연구개발사업 협상 Knowhow_1차수
2023,방위사업청,"(고위급) '21년 성인지력 향상 및 성매매, 가정폭력 예방교육_1차수"
2023,방위사업청,2020 적극행정 추진방안_1차수
2023,방위사업청,2023  공직자 정기 재산변동신고 설명회_1차수
2023,방위사업청,2023 공직자 안보교육(궁금한 우리 안보 이야기)_1차수
2023,방위사업청,4대폭력 예방교육_1차수
2023,방위사업청,"<시범제작>  EMI, EMC로 보는 협상우위 선점을 위한 찐 꿀팁 하나_1차수"
2023,방위사업청,<시범제작> FMS 구매 관련 용어 해설_1차수
2023,방위사업청,<시범제작> 계약 관련 보증서 관리방법_1차수
2023,방위사업청,<시범제작> 계약의 개념 및 요건_1차수
2023,방위사업청,<시범제작> 국제 무역거래 흐름 - 방위사업청 국외구매 계약을 중심으로_1차수
2023,방위사업청,<시범제작> 국제계약시 대금결제 방법_1차수
2023,방위사업청,<시범제작> 기술관리 일반_1차수
2023,방위사업청,<시범제작> 방위사업 정책의 이해_1차수
2023,방위사업청,<시범제작> 방위사업법 - 계약 법리를 중심으로_1차수
2023,방위사업청,<시범제작> 분석평가의 개념과 역할_1차수
2023,방위사업청,<시범제작> 사례를 통해 알아보는 구매사업 절차 -  해상작전헬기 1차사업_1차수
2023,방위사업청,<시범제작> 신박한 정리 - 항공무기체계 개론_1차수
2023,방위사업청,<시범제작> 신박한 정리_요구도 관리_1차수
2023,방위사업청,<시범제작> 알기 쉬운 계약! 계약? 계약이 뭐예요?_1차수
2023,방위사업청,<시범제작> 알기 쉬운 국제부품 확정계약_1차수
2023,방위사업청,<시범제작> 예산편성 제도의 실제_1차수
2023,방위사업청,<시범제작> 전장변화와 전력소요 기획_1차수
2023,방위사업청,<시범제작> 절충교역 관련 용어 해설_1차수
2023,방위사업청,<시범제작> 청 직원이면 꼭 알아야 할 방위사업 기본개념_1차수
2023,방위사업청,개인정보보호법 이해하기(2022년 최신)_1차수
2023,방위사업청,고충민원대응기법 및 사례분석_1차수
2023,방위사업청,공공데이터로 만들어가는 새로운 세상_1차수
2023,방위사업청,데이터 리터러시_1차수
2023,방위사업청,데이터 마인드_1차수
2023,방위사업청,러시아-우크라이나 전쟁으로 보는 한국군 전력증강방향 시사점_1차수
2023,방위사업청,마음을 읽는 소통형 리더의 기술_1차수
2023,방위사업청,무기체계 SW정책소개_1차수
2023,방위사업청,무기체계 개요_1차수
2023,방위사업청,무기체계 상호운용성 정책_1차수
2023,방위사업청,무기체계 주파수 획득절차_1차수
2023,방위사업청,무기체계연구개발 사업관리절차_1차수
2023,방위사업청,무역실무_1차수
2023,방위사업청,문화와 생활 속 청렴 시즌2_1차수
2023,방위사업청,문화와 생활 속 청렴_1차수
2023,방위사업청,미래첨단기술(국방AI) : 1. 인공지능과 국방_1차수
2023,방위사업청,미래첨단기술(국방AI) : 2. 국방 AI를 위한 도전적 요소_1차수
2023,방위사업청,미래첨단기술(국방AI) : 3. 국방 AI 인프라 서비스_1차수
2023,방위사업청,미래첨단기술(국방AI) : 4. 국방 시각 AI 서비스_1차수
2023,방위사업청,미래첨단기술(국방AI) : 5. 국방 의사결정 AI 서비스_1차수
2023,방위사업청,미래첨단기술(국방AI) : 6. AI기반 해상감시 활용_1차수
2023,방위사업청,미래첨단기술(국방AI) : 7. 드론 자율비행 기술_1차수
2023,방위사업청,미래첨단기술(국방AI) : 8. 서비스 로봇 기술 및 응용_1차수
2023,방위사업청,미래첨단기술(메타버스) : 1. 메타버스의 이해와 전망_1차수
2023,방위사업청,미래첨단기술(메타버스) : 2. 지능형 증강현실(AR) 서비스_1차수
2023,방위사업청,미래첨단기술(메타버스) : 3. 실사기반 3D 가상공간 구축 및 응용_1차수
2023,방위사업청,미래첨단기술(메타버스) : 4. AI기반의 메타버스 환경 패션상품 제작_1차수
2023,방위사업청,데이터 리더십_1차수
2023,방위사업청,나토목록체계_1차수
2023,방위사업청,공공부문 아동학대 예방교육_1차수
2023,방위사업청,공공재정환수법_1차수
2023,방위사업청,공공재정환수법의 이해(2023)_1차수
2023,방위사업청,공직자의 이해충돌방지법의 이해_1차수
2023,방위사업청,국가계약법_1차수
2023,방위사업청,국내 계약관리 사전교육_1차수
2023,방위사업청,국내조달 관리_1차수
2023,방위사업청,국방 인공지능(AI) 적용 현재와 미래_1차수
2023,방위사업청,국방계약 원가관리_1차수
2023,방위사업청,국방과학기술정책/실행계획_1차수
2023,방위사업청,국방과학기술정책과 기획_1차수
2023,방위사업청,국방기획관리_1차수
2023,방위사업청,국방목록업무_1차수
2023,방위사업청,긴급복지지원 신고의무자교육_1차수
2023,방위사업청,기술관리의 이해_1차수
2023,방위사업청,기본원가 이론 및 산정방법_1차수
2023,방위사업청,기록으로 만나는 대한민국 이야기_1차수
2023,방위사업청,기록관리 따라하기(2022년 최신)_1차수
2023,방위사업청,규격관리_1차수
2023,방위사업청,국제운송업무 및 보험_1차수
2023,방위사업청,국제계약절차_1차수
2023,방위사업청,국제계약 표준조건 해설_1차수
2023,방위사업청,국제계약 개요(상업구매)_1차수
2023,방위사업청,"국방표준종합정보시스템(KDSIS,규격)_1차수"
